Num,URL,Title,Date,Full Content,Categories,Tags
234,https://dsisaev.livejournal.com/59358.html,Одиссея в Израиле. День шестой. Горен парк - Адамит парк.,"October 23 2013, 00:51","И на ветру бурю бронзой одеть..
Калинов мост.
Когда проходит бОльшая часть путешествия и приходит грусть скорого завершения, радует одно - впереди целых два дня, и еще потрясающие места и события. Вообще, для меня это свойственно - грустить заранее, пытаться остановить мгновение, спешить насладиться моментом, спешить, спешить... Это - проблема, которую я обозначу на СВОЕЙ открытой консультации..
Но тогда, на утро шестого дня все еще было впереди. Предстоял переход из Горена в Адамит, переход со слов Леши Бороды достаточно экстремальный.. Потихоньку мы молились, чтоб не случиЛось дождя. Тогда совсем непросто было бы. Не случиЛось.
Мы с Алексеем Титенковым отправились с вещами на машине разбивать лагерь. А участники пустились в путь. Завидно было. И тревожно. А  шли они так.
Не они первые шли. Кто-то шел раньше. Результат.
Привал.
К себе ближе. Друидские практики.
На тропе.
Пришли с Богом..
Шедевр Марковской. Не-модель Борода. Ибо такой и есть.
И вот они пришли. А там - мы с Лехой лагерь разбили и ужин готовим. Помню свою радость встречи - как будто целый год не виделись.
Парк Адамит - совершенно уникальное место. Кедровый бор, ветренно. В 500 метрах - государственная граница, минное поле, колючка и мирная ливанская деревня. При этом - все спокойно и плавно. Большое колличество всякой дикой живности, слава Богу, не крупной. Почему-то на слуху были лисицы, напугавшие наших девушек во время вечернего променада.
А вокруг парка - просто с ума сойти - знаменитая арка, пещеры, виды, лунная тропа - откуда такое изобилие на столь небольшом участке? Понятно откуда, вернее - от кого..
Наш обед.
Отойдя на свой променад я вдруг заметил, что сейчас начнется. И упустить такое преступно. Позвал народ. Народ пошел со мной. И успели. Кстати вышка - это ливанская граница.
И было им явлено это..
Притихли. А что еще?
Ну вот, вроде на это раз получиЛось написать про 6 день. Радостно и грустно. Как будто и сейчас стоят они там, и переживают закат. Сентиментальность, что-ли, с возрастом?
Но не остановить. Завтра - про новый день. Про их завтра.
По прежнему, волшебный взгляд через объектив - Лада Жилина и Ольга Марковская.","Места, Психология, Стиль","Израиль, Природа, Группы, Терапия, Природа"
235,https://dsisaev.livejournal.com/66414.html,"Горизонты, панорамы.","February 28 2014, 00:30","Они, оказывается, складываются в отдельную папку. Панорамы. Их совсем немного, но как-то они насыщены иначе.
И включаешь эту опцию в самых красивых местах. И значимых.
Хорошо, когда это и за тысячи километров, и на твоем балконе.
Удивительная штука - горизонт. Зримая линия, которой нет. Пересечение времени с пространством. Недостижимое. Ускользающее.
И очень манящее. В замкнутых пространствах горизонта нет. В клетке - горизонта нет. Горизонт - свобода. Край бесконечности.
Горизонт - одна из любимых песен Высоцкого.
Это - с моего балкона. И с моей тенью.
И еще несколько.
Кейсария.
Вид из окна в Кирьят Ате, где я останавливался недавно. Горизонты Галилеи.
Парк Адамит на севере Израиля, за полосой света - Ливан.
Вид с балкона на Средиземное море. Кап Д'Аг, Франция.
Мой город, моя река и мои горы. С балкона.
Комната, которой больше нет. Детская в старой квартире, откуда мы навсегда уехали. В ностальгии тоже есть что- то горизонтальное)).
Спасибо Денису Коршикову за науку съемки горизонтов. Буду продолжать.","Стиль, Психология, Места","Природа, Путешествия, Личность, Эмоции, Мир"
236,https://dsisaev.livejournal.com/59456.html,Одиссея в Израиле. День седьмой. Парк Адамит.,"October 24 2013, 00:45","Сладко пеЛось мне..
Стон кромешный судил ночами.
Калинов мост.
Седьмой день - как целая неделя - насыщенный до изобилия воспоминаний, столько всего! И задуманного, и спонтанного, придуманного группой, подаренного Богом и природой.
Встали пораньше, пораньше вышли. Пошли через парк. Я знал, что будет вскоре. Я там был уже, и завидовал тем, для кого впервые. Нас ждала Арка, место - потрясение, срыв башки и полет эмоций. При всей гениальности наших фото летописцев, при всем совершенстве их техники  - увы, лишь намек, лишь пища для воображения для непосвященных. И повод для глубукого вдоха бывших там. И - выдоха.
Посмотрите на лица, зачем слова?
Это, кстати, лицо израильского горного кролика, милейшая животина.
А под телом - пропасть. Весь мир предо, дух захватывает.
И - полетели..
Дорога до пещеры почему-то напоминает мне лунный пейзаж, хотя я там не был. А может, был?
Пещера - совсем другая, теплая, с огромным залом. В ней каждый увидел свое - материнское лоно, храм, сердце изнутри. Фотографий оттуда нет, трудный путь, технику жалко, да и кощунство какое-то, сокровенное фотографировать..
Мы вернулись к Арке. И тут ребенки наши внутренние, творческие как только распоясались, и как давай играть мы с солнцем и тенью..
Вот такие штуки получались..
А делали мы это вот так..
Правильно, это слово - манул.
Спасибо, друзья мои, одиссейцы и одиссейки. Пусть этот день будет со мной и вспомнится мне в минуты трудные, и пусть придет мне на прощание. В этот день я - был я.
Всегда ваш:
Фотошедевры по прежнему, Ольга Марковская и Лада Жилина.","Места, Психология, Стиль","Израиль, Природа, Группы, Терапия, Природа"
237,https://dsisaev.livejournal.com/59817.html,Одиссея в Израиле. День восьмой. Парк Адамит - Рош а-Никра.,"October 25 2013, 01:32","Горь испить до дна, ясный день сватал розгами.
Калинов мост.
Ночью был сильный ветер. После насыщенного седьмого дня хотеЛось включить паузу. Повисеть, застыть. Повременить. Но нет.
Нужно было обязательно провести итоговую группу в Адамите. За столом было холодно (Израиль, октябрь - и холодно, бред собачий). У костра тоже ни как. И мы пошли на военный объект, в большой железный ангар, где периодически собираются поганичники в ситуациях обострения. Более экзотического места проведения группы у меня еще не было.
А утром - сбор лагеря. Без суеты, но оперативно, чтоб не застывать в грусти. Просто быть в ней, делая дело. В ней - содержание. Грусть - итог радости.
И поехали обратно, на море, туда - откуда начинали. В маленький ресторанчик на берегу, рядом с пограничным местечком Рош а-Никра.
Место нас встретило солнечной погодой, жарким воздухом и спокойным морем. То, что нужно.
А это  - та самая Лада Жилина, собственной персоной:
Психотерапевтическая народная игра  - перекати кожура - на средиземном море. Местный народ фигел.
Так до моря и перекатились..
Смена израильских пограничных катеров на закате. Даже здесь романтика.
Вот и все. Последний закат этой, нашей Одиссеи.
Я полагал, что это будет последний день в моих мемуарах. Однако Катя (Ежевика) Кузнецова меня строго поправила - а как же последний, 9 день? Да, действительно. Я напишу об этой ночи и дне. Об обратном пути.
Уже без фотографий. Леша (Крокодил) Борода готовит фильм об Одисее, там мы что-то говорим в аэропорту. А я просто повспоминаю.
А фотографии - душа и талант фотографа. Наших Лады (Панды) Жилиной и Ольги ( Морковки) Марковской. Спасибо.","Места, Психология, Стиль","Израиль, Группы, Терапия, Природа"
238,https://dsisaev.livejournal.com/66603.html,Про войну. Про сомнения.,"March 3 2014, 01:39","Известие о том,что путин принял решение ввести войска на Украину я услышал уже после того, как забронировал билеты в кино. Кино называлось Трудно быть Богом.
События совпали, как нельзя точно. Как пазлы.
Очень полезно, когда тошнит от себя, от переживания своего существования в месте своего бытия. Крутой фильм. Никому не советую смотреть, если нет нужду опорожнить нутро. Пост-сталкер.
Дальше. Я судорожно пытался найти хоть какое-то оправдание происходящему. Может, думаю, это я чего-то не вкуриваю, может есть в этом хоть какой-то смысл, хоть какая-то совесть? Смотрю - читаю, размышляю - к себе прислушиваюсь.
При этом - знаю по своему профессиональному опыту , что нельзя встраиваться в структуру чужого бреда - техника безопасности. Иначе сам бредить начнешь.
Война - это мир. Правда - это ложь. Мы никогда не воевали с Океанией. Перечитывал же.
И все смотрю, читаю, думаю.. И тут.
Михаил Михайлович Жванецкий, Борис Гребенщиков, Андрей Макаревич.  Три четверти моих эпиграфов.
Юрий Шевчук, Борис Акунин, Земфира. И еще много уважаемых мною людей.
Они написали то, что я слышу в себе. Что говорит мне моя интуиция, мое воспитание и моя со-весть. Они подтвердили. Не нужны больше сомнения. Я ИМ верю. Они мне помогают верить себе.
Хотя очень трудно поверить в происходящее.
Степень тяжести психического расстройства определяется наличием и качеством критики к своему состоянию.
Похоже, что вождь эту критичность утратил. Война - это мир. Он в бреду.
Говорят, что у него есть чемоданчик, с помощью которого можно завершить историю человечества. Как его смирить?
Еще не укладывается - как люди, абсолютное большинство - с ревом и восторгом это безумие поддерживают. Ликующий суицид, ""праздник урожая во дворце труда"".. Хотя, говорил сэр Уинстон - большинство всегда за негодяя.
Настало время написать про Человека Уникального. Чем в ближайшее время и займусь.","Социум, Психология","Политика, Общество, Личность"
239,https://dsisaev.livejournal.com/66999.html,Любовь во время войны.,"March 4 2014, 00:42",,Нет,Пусто
240,https://dsisaev.livejournal.com/59914.html,Одиссея в Израиле. День девятый. Рош а-Никра - Бен Гурион - Курумоч.,"October 27 2013, 23:54","Ведь прощаемся мы не с людьми, не с местами,
И не в том, между нами, расставания суть.
Всякий раз мы прощаемся с нашими днями,
Что уже не вернуть ...
А. Макаревич.
Голос вьюгами помнит
Иерусалим.
Калинов мост.
Это удивительное ощущение - тусклый свет, за окнами в темноте шумит море. Тепло и влажно, на губах морская соль, песок в волосах. По углам - рюкзаки (так и хочется написать - усталые)). Но нет. Усталые люди. Сидят в кругу и говорят друг другу.
Если жизнь сконцентрировать и насытить событиями, она идет быстрее. Переживания тоже требуют усилий, а значит - влекут за собой усталость. Говорят, что при несчастной, пустой бессмысленной жизни дни текут чрезвычайно медленно, а годы бегут вихрем, незаметно. Такой парадокс.
Одиссея пролетела быстро, а ощущается огромно, как целая жизнь. Пусть лучше так.
После шеринга - вышли на террасу, моря не видно, лишь огни вдоль берега. Грустно. Обозначилось завершение.
Помню, как рулил на второй машине за Лешкой этой ночью. Сзади - автобус с участниками. Ехал он очень деликатно, по другой полосе, чтоб не слепить. Я думал, что в автобусе - так же живо, общаются, песни поют.
Но нет. Когда оставили машины у Лешкиного дома и зашли в автобус - все спят.
Залез на заднее сидение, проехали ночную Хайфу по центру. Уже очень узнаваемо, красиво, посмотрел по сторонам - спят. И я, незаметно для себя заснул в яркие сны последних дней.
- Бокер тов! Громко, пробуждающе.
Это уже аэропорт Бен Гурион, охранник на въезде заглядывает в автобус и смотрит на пассажиров.
Заходим.
Ловлю себя на суете, хочется скорее пройти регистрацию.
- Через полтора часа, сообщает Лешка. Спускаемся попить кофе. Садимся за стол, опять в круг. Только уже тихо.
Садясь, задеваю локтем чашку, проливаю кофе. Не свой, естественно. Вот она - спешка изнутри.
В секунду Славка появляется с кучей салфеток. Улажено. Пьем. Молчим.
В наушниках - Калинов мост. Иерусалим.
Лешка достает камеру. По слову каждому. Для будущего фильма.
Совершенно не помню, что говорил. Даже интересно.
Регистрация. Меня, назвавшегося старшим группы, отводит офицер для беседы. Все как обычно - надолго уходит по своим делам, долго говорит по телефону, долго инструктирует подошедшего сотрудника. Эти штуки я давно уже знаю, спокойно стою и жду.
- Вы были в ОАЭ.
- Да.
- Зачем.
- Отдыхал семьей.
- Какие места посещали в Израиле, как звали водителя автобуса и другие ожидаемые вопросы.
Потом - вопрос неожиданный.
- А что означает ваша фамилия - Исаев?
На секунду теряюсь. Хрен ее знает.
- Это в честь пророка Исайи, отвечаю.
Морщится, не понравилась шутка.
- Это что за люди.
- Мои друзья.
- ВСЕ??
- Да, все.
- И вы их всех знаете?
- Да - говорю полнейшую правду. Знаю.
Отводит Славку, задает те же вопросы, сверяет. Все совпадает, кроме имени шофера. Он назвал того, кто вез в первый день. Я - в последний.
После прокатывания багажа через машину, на ручной досмотр рюкзака отправляют только меня. Дошутился.
Но все проходит быстро. Берем посадочные талоны. Идем на паспортный контроль.
Тут прощаться с Лешкой. Обнимаю без особой тоски, знаю - скоро увидимся. Вообще, не расстояние определяет частоту встреч, точно.
Кто-то говорит - ему тяжелее всех, мы то - дальше вместе полетим..
Зона дюти фри. Расползаемся по магазинам. Пакеты, подарки. Лада плачет. Обнимаемся.
И вот летим. И где-то там, высоко над землей, после еды и кофе, во время поверхностной дремоты и проходит та самая граница завершения. Садимся хорошо, почти не вздрагиваю.
В Курумоче прощаемся как-то стремительно: долгие проводы - лишние слезы.
Московское шоссе, мех завод, ташкентская. Вот и дома.
Я понимаю, что это были 16 Одиссей для 16 путешественников. Разных по переживанию событий. Но встречаю участников сейчас, обсуждаем, вспоминаем - для всех - очень значимо получилось. Всех, как Георгич говорил, ""торкнуло"".
Ну и слава Богу. Или, как пишут в Израиле - БГу, так принято.
Явно не без Его участия состоялась эта первая Израильская Одиссея, нами состоялась.
Нами и не забудется. Мной - точно. Честное Лосиное.","Места, Психология","Израиль, Группы, Терапия, Эмоции"
241,https://dsisaev.livejournal.com/67296.html,Некому березу заломати.,"March 6 2014, 00:50","Житель славного города Омск выиграл в лотерею. 185 миллионов рублей. Мужику 48 лет.
Три дня его не могли найти - сидел дома и прибывал в ауте. Клинически говоря - в реактивном психозе. Еще бы.
Потом он частично пришел в себя и отправился за выигрышем.
Его, конечно, спросили - как потратишь-то?
(И тут бы он сказал бы что-нибудь подходящее к случаю, и я бы тут же бы и пропустил бы эту новость мимо ушей. Бы. Но.)
- Уеду на фиг. Куплю дом в теплых краях у моря и уеду. А хватит денег - несколько домов куплю. В разных странах. (примерно так сказал).
И тут меня зацепило. Нет, не сумма, не случайная удача. Думаю, что халявные деньги счастья не принесут. Как и все другое халявное.
Нет. Вот ведь, думаю, надо ж так жить, чтобы первым, ПЕРВЫМ желанием было свалить куда подальше из места обитания. Скорее, выживания.
Вот ведь тоска смертная, дремучая, сколько же народа в ней живет по весям нашим, просторам бескрайним... Народная тоска..
Лишь печаль-тоска облаками
Над седой лесною страною.
Города цветут синяками
Да деревни - сыпью чумною.
Вот тебе обратно тропинка
И петляй в родную землянку.
А крестины там, иль поминки -
Все одно - там пьянка-гулянка.
Если забредет кто нездешний.
Поразится живности бедной.
Нашей редкой силе сердешной
Да дури нашей злой-заповедной.
Александр Башлачев, гений.
И еще сразу вспомнился SNUFF Пелевинский, тоже выдающаяся книга. Вот она наша родная Уркаина (читай книгу), вот они наши войны телевизионные для рейтингов. С настоящей кровью. Вот эти ребята в офшАрах, глядящие сверху на нас, как на жучков навозных, сбрызгивая с ногтя иногда подаяние, чтоб не перемерли совсем. От тоски да безысходности. И вливая в душу бальзам патриотический из телеэкрана, чтоб не думали головой своей, а то мало ли что надумают?
Тоска..
Интересно, что с мужиком дальше будет. Что со всеми нами дальше будет.
Спокойной ночи.
Будильник, побежали. Сегодня уже не так холодно. Греть машину уже не нужно. И колея поменьше. Поехали.","Социум, Личное","Общество, Родина"
242,https://dsisaev.livejournal.com/60248.html,МЫ ПЕРЕЕХАЛИ!!,"November 1 2013, 00:52","ВНИМАНИЕ!! С 5 НОЯБРЯ ВСЕ ГРУППОВЫЕ ЗАНЯТИЯ, ОТКРЫТЫЕ И ИНДИВИДУАЛЬНЫЕ КОНСУЛЬТАЦИИ БУДУТ ПРОХОДИТЬ ПО АДРЕСУ:
ЕРОШЕВСКОГО, 3а, В ПОМЕЩЕНИИ УНИВЕРСИТЕТА РОССИЙСКОЙ АКАДЕМИИ ОБРАЗОВАНИЯ. КАБИНЕТ 27, ВТОРОЙ ЭТАЖ.
Время проведения групповых занятий прежнее
До встречи в новом пространстве!!","Психология, Места","Группы, Самара"
243,https://dsisaev.livejournal.com/64045.html,Город мечты Ирода и 23 тепла 24го января.,"January 25 2014, 23:22","Была у царя Ирода мечта - построить современный город - порт в замечательном месте. Ценой неимоверных усилий сынов иудейских - получилось. Мечта сбылась. Город назвали в честь Цезаря. Кейсария.
Потом царь умер и его наследники, как водится, все просрали. Город постепенно стирали волны и ветра.
Потом (много спустя) пришли крестоносцы, восстановили город и построили серьезную крепость.
Потом пришли арабы и, как обычно, все разрушили.
Потом Лешка привез меня туда. Зимой, в январе. Было солнечно и жарко. Мы долго бродили по развалинам мечты. Беседовали, молчали.
На море - штиль.  Слышно, как время перелистывает страницы шелестом волн.
Мне очень понравилась наша прогулка. Понравилась Кейсария.
Под катом - некоторые фотографии.
Этой ноге около трех тысяч лет. Как новая.
Амфитеатр. Там и сейчас выступают всякие звезды. Недавно была наша ""Машина""
Следы времени. Камни. Стены.
Грустная зверюга.
Тут был грандиозный морской порт.
Набережная.
Любовь на развалинах.
А вот примерно так соревновались на ипподроме во славу царя.
Силуэт воина в крепости.
Выход к морю.
Птицы над минаретом. Об этом я целый фильм снял, попозже размещу.
Любимое Средиземное.  Зимой и летом - одним цветом.
Потом был парк Ротшильда. Но это - на потом, еще переживания сильны.","Места, Культура","Израиль, Кейсария, История"
244,https://dsisaev.livejournal.com/64335.html,Парк Ротшильда. Январь.,"January 29 2014, 01:28","Барон Эдмонд де Ротшильд, представитель французской ветви самой богатой семьи в истории человечества однажды, в конце 19 века, согласился пожертвовать часть денег для нищего палестинского селения в центре Галилеи, где мужественно бедствовали его соплеменники.
Часть денег оказалась существенной, и селение превратилось в цветущий город. По просьбе барона, город назвали в честь его отца - Зихрон Яаков.
Потом Ротшильд сделал еще много вложений в Обетованную землю. Он просто скупал земли у арабов, и они ему ее с удовольствием продавали - песок и камни, беспереспиктивняк.  Коммерческой выгоды в этих вложениях было никакой. На его деньги основаны 30 израильских городов и поселений.
Цветущей эту землю сделали люди - и место это, Зихрон Яаков - расцвело так ярко, что его стали называть ""маленьким  Парижем"".
Барышни стали одеваться по европейски, жители стали нескромно шиковать. И когда барон узнал об этих излишествах, он гневно прекратил свое спонсорство. Вот такой стремный олигарх.
Но город продолжал цвести и прекрасен до сих пор. Когда мы с Лешкой гуляли там, я заметил удивительное его сходство с французскими южными городками. Я еще не знал о французских корнях Ротшильда.
Эдмонд стал для Израильтян Беньямином.  Семья до сих пор щедро вкладывается в развитие Израиля - образование, медицина, искусства. И с этими делами там в порядке.
Капиталист, конечно, мироед и кровопийца пролетариата, но ведь работает.. Лечиться ведь туда со всего мира едут. И образовываться, кстати.
И красиво там. Барон завещал себя похоронить в этих местах, и вокруг его могилы разбили парк. Парк Ротшильда, Рамат ха Надив.
Я предполагал, что красивее флорентийских садов Боболи  быть ничего не может. Может.
Рядом покоится его жена, Аделаида. Мир им.
Под катом еще некоторые фотографии.
Розовый сад. Это три дня назад, ребята. 24 января. Крещенские морозы, сами видите.
Могила (мавзолей скорее) Эдмонда и Аделаиды Ротшильд.
Такая везде красота.
Портрет в зимних финиках.
Я первый раз видел, как цветет розмарин. Голубым.
Бутылочное дерево.
Корни. Хорошо, когда есть.  Пусть лучше много, но свои.
Вот еще одно место в Израиле, где нужно обязательно побывать. Хороший повод побывать еще раз.
Обязательно побываю.","Места, Культура, Стиль","Израиль, История, Стиль"
245,https://dsisaev.livejournal.com/67551.html,Политические типы. Человек Либерал. Человек Консерватор.,"March 10 2014, 01:30","Один утверждал - нам свобода награда
Мы поезд куда надо ведем!
Другой возражал - задаваться не надо -
Как сядем в него - так и сойдем.
И оба сошли где-то под Таганрогом..
А. Макаревич.
Как-то последнее время обострилось. Время - обострилось.
И в беседах, и в статьях-блогах ощущается явная полярность суждений. Сразу - ясно.
И это - не рациональный выбор индивида. При упоминании ""болевых точек"" тут же включается чувственная реакция и дальше общение происходит в эмоциональном ключе. Иногда доходит до драки. Аргументы бесполезны - масло в огонь.
И это - не результат воспитания. В моей родительской семье, например, папа и мама - на разных полюсах. При глубочайшей любви и уважении к ним обоим у меня - свой полюс. И я его не выбирал. Я и папин и мамин поровну. Это - моя особенность.
Вот я и думаю, что либерализм и консерватизм - просто особенности личностного восприятия, на фундаменте ее собственных ценностей и нравственных основ. Ну и, конечно, особенности клинического уклада, нечто симптоматическое и укладывающееся в рамки определенных психических и психосоматических нарушений.
Я ни разу не наблюдал, чтобы менялись особенности личностного восприятия в этой области. Ни с возрастом, ни с событиями. Со времен совка, через перестройку, девяностые лихие и сегодняшние серые. Если личность зрелая, разумеется.
Попробую проиллюстрировать по-своему, как вижу, без претензии на социологическую и иную достоверность. Просто стало интересно. Буду описывать оба типа сразу, в сравнении, так мне кажется вернее. Итак.
Человек Консерватор (ЧК) - скорее неврастеник с заниженной самооценкой и параноидным мировоззрением: обязательное наличие заговора. Внешнего - всемирного и внутреннего - через финансирование тем же внешним. Стало быть - в сплочении. Чаще - под мудрым руководством и в большинстве.
Человек Либерал.(ЧЛ) Клинически - скорее невротик с неадекватно завышенной самооценкой. Истерик, стало быть.
Считает, что заслуживает лучшей доли. Лучшего политического и социального уклада.  Лучших начальников. Лучшей погоды и качества дорог. Сам в начальники не лезет - чего руки марать? Всегда - в оппозиции.  Всегда - в меньшинстве.
ЧК - патриот. Склонен к изучению отечественной истории и поиска с в ней поводов для гордости. Привязан к своей земле, исконной культуре и наследию предков.
ЧЛ - космополит, с важнейшей ценностью свободы передвижения и проживания по своему усмотрению. В истории ищет изъяны, вранье патриотов и выводит закономерности будущего краха. Мультикультуралист, ориентирующийся скорее на свой вкус, нежели на общественные традиции.
ЧК - последователь традиционных ценностей. Прежде всего семейно - сексуальных. Не склонен к разводам, адюльтерам и половым инверсиям. Отсутствие страсти и снижение полового влечения будет компенсировать алкоголем и мордобоем. Винить в своих семейных несчастьях американцев и евреев.
Для него слово ""толерантность"" - ругательно и близко к заговору. Отсюда -  ""либерасты - толерасты"". При этом предмет этих извращений излучается тщательно и досконально. С отвращением, наверное.
ЧЛ - ищет способы сохранения отношений, ломая устои и приличия. Для него чувственные отношения  важнее процесса сохранения отношений вообще. Отсюда - измены, разводы, свинг и прочие извращения. Часто в вихрях своих влюбленностей не замечает боль близкого человека и ломает вместе с устоями чужую судьбу. Он ведь ничего никому не должен! С уважением и любознательностью относиться к нетрадиционным особенностям других. Для него ""толерантность"" - норма и ценность. Кто не признает - ""портянки"" и быдло.
Часто высокомерие путает с достоинством. Отсюда и получает по мордам от ЧК.
ЧК скорее религиозен, и выбор конфессии определен наследственно. Ближе к церкви, чем к вере. В этом его крепость и целостность. Меньше озабочен мистической стороной, больше значения придает ритуальности и традиции. Враждебен к иным конфессиям и взглядам. Даже великие мировые религии для него - язычество и сектантство. Опять же, во всемирном заговоре.
ЧЛ больше увлечен философской стороной богословия, религиозные концепции может толковать как ему удобно, под свое мировоззрение.
Ритуалов не соблюдает. Интересуется другими конфессиями и вполне может в них перейти, если захочется. Попробовать и мантры и молитвы, совместить лютеранство и иудаизм. Увлечен мистической стороной, склонен к активным экспериментам, часто с психоактивными веществами. Любовь для него - превыше греха.
ЧК - поборник стабильности, сохранения имеющегося. В том числе, с помощью главенствующей религии. Стабильность в семье, на работе, в государстве. Понятное лучше неведомого. Пусть лучше медленно - но уверенно.
ЧЛ - враг стагнации, шило в заднице. Для него стабильность невыносима, скучна и грозит протуханием. ""Если все как надо - наверно, что-то
тут не так"". Только в движении - жизнь. Где тревожнее - там вернее. Сначала сделаем, потом подумаем. Тормоза придумали трусы.
ЧК - общинник, коллективизатор. Для него общественное превыше личного. Понятие Родины для него - коллективное, на уровне нации, империи, общности. Предан царю и отечеству. А так же президенту и генеральному секретарю. В зависимости от эпохи.
ЧЛ - идиоритмик, собственник. Личное, личностное - важнее коллективного и общественного.  Для него эгоизм - нормальное состояние. Я - первая буква алфавита. Мне хорошо - значит и моим близким хорошо. А до отдаленных - дела нет. Родина там, где хорошо его семье, в первую очередь. Не терпит вождей и других указывающих, как правильно ему жить.
ЧК - скорее Коронар, Язвенник, Будь Сильным, Радуй других. Коллекционер.  Шизофреник, Алкоголик и Психопат. Семья его - Советская обыкновенная.
ЧЛ - Кожный Человек, Астматик, Весомый, Будь Совершенством, Торопись. Охотник, Спортсмен. Невротик, Истерик, Маниакально - Депрессивный. Семья его - Содружество Независимых Государств, иногда - Анархия, реже - Монархия. (если - конституционная)).
Их нельзя смешать, сроднить, скрестить. Они вряд ли найдут ""общий"" язык. Они - это мы.
Тогда - не столь важно - К или Л. Важно - чтоб Ч.
Ведь общие - Ни Убий и Возлюби. Пусть это будет важнее.
Хирургу не важно, какое мировоззрение у пациента на столе. Он клятву давал. Сильная штука.
Вообще, главные заповеди в медицине - они вполне универсальные - Не навреди и Исцели Себя Сам.
И главная в психотерапии - Побереги Другого от Себя.
А уж чей Крым, прав ли Ходор, вор ли Путин и валить ли из страны - каждый решает. Своим временем и судьбой.
Пусть мне ближе один из полюсов - мне бы не перепутать Человека и его Мировоззрение. И не навредить. И поберечь от себя. От своего мировоззрения. Пусть уж лучше оно будет зыбкое, неуверенное - чем железобетонное и зубодробительное. Не эрекция же..
Я всю жизнь с опасением относился к принципиальным людям. Не берегут они от себя. Принципы важнее человека.
Вот и заговорил сейчас во мне  ЧЛ. Успокою его уложу, поздно уже. Утро - вечера мудренее. Для всех.","Социум, Психология","Политика, Общество, Личность"
